ID,Full name,First names,Surname now,Surname at birth,Gender,Deceased,Mother ID,Mother name,Father ID,Father name,Partner ID,Partner name,Ex-partner IDs,Birth year,Birth month,Birth day,Death year,Death month,Death day,Email,Website,Blog,Photo site,Home tel,Work tel,Mobile,Skype,Address,Other contact,Birth place,Death place,Burial place,Burial year,Burial month,Burial day,Profession,Company,Interests,Activities,Bio notes
NO4102119,,MALENTHAS AELA THE HUNTRESS,,,F,,DK194902016,RØGILD'S LYTSKE TJITSKE FRYTZE,,,,,,2019,4,4,,,,,,,,,,,,,,,,,,,,,,,,
NO4102019,,MALENTHAS AIA ARRIA,,,F,,DK194902016,RØGILD'S LYTSKE TJITSKE FRYTZE,,,,,,2019,4,4,,,,,,,,,,,,,,,,,,,,,,,,
FI1294318,,RØGILD'S OLIVIA TJITSKE MELLE,,,F,,DK119752011,SQUEEZE PLAY BO TJITSKE,,,,,,2017,11,3,,,,,,,,,,,,,,,,,,,,,,,,
NHSB2486791,,STEFFY,,,F,,NHSB2103288,CINDY,,,,,,2003,12,15,,,,,,,,,,,,,,,,,,,,,,,,
NHSB2651056,,SILVER,,,F,,NHSB2486791,STEFFY,,,,,,2007,4,1,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2542143,,PENELOPE,,,F,,NHSBG2440136,KOERIER,,,,,,1971,2,7,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2696998,,BIJKEH,,,F,,NHSBG2542143,PENELOPE,,,,,,1973,10,13,,,,,,,,,,,,,,,,,,,,,,,,
NHSB981078,,DETSJE,,,F,,NHSBG2696998,BIJKEH,,,,,,1977,9,27,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2696995,,NAUSICAÄ,,,F,,NHSBG2542143,PENELOPE,,,,,,1973,10,13,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2337836,,SIETSKE FAN'E GREIDHOEK,,,F,,NHSBG1288848,ALEGONDA,,,,,,1964,5,2,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2398685,,AKKE FEN'T NYLÂN,,,F,,NHSBG2337836,SIETSKE FAN'E GREIDHOEK,,,,,,1966,11,23,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2443594,,ASTRA V. RUSTICANA,,,F,,NHSBG2398685,AKKE FEN'T NYLÂN,,,,,,1968,7,11,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2612196,,BIJKE,,,F,,NHSBG2443594,ASTRA V. RUSTICANA,,,,,,1972,5,21,,,,,,,,,,,,,,,,,,,,,,,,
NHSB754461,,AAGJE,,,F,,NHSBG2612196,BIJKE,,,,,,1974,6,9,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1170191,,BIJKE,,,F,,NHSB754461,AAGJE,,,,,,1981,7,19,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2443593,,ASTRID V. RUSTICANA,,,F,,NHSBG2398685,AKKE FEN'T NYLÂN,,,,,,1968,7,11,,,,,,,,,,,,,,,,,,,,,,,,
NHSB518696,,FOKJE,,,F,,NHSBG2443593,ASTRID V. RUSTICANA,,,,,,1970,7,31,,,,,,,,,,,,,,,,,,,,,,,,
NHSB547863,,GEESJE,,,F,,NHSBG2443593,ASTRID V. RUSTICANA,,,,,,1971,4,24,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2472941,,BAGGUS V. RUSTICANA,,,F,,NHSBG2398685,AKKE FEN'T NYLÂN,,,,,,1969,3,8,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2576218,,LADY,,,F,,NHSBG2472941,BAGGUS V. RUSTICANA,,,,,,1971,11,28,,,,,,,,,,,,,,,,,,,,,,,,
NHSB654181,,GEA V. KOLHAMA,,,F,,NHSBG2576218,LADY,,,,,,1973,1,1,,,,,,,,,,,,,,,,,,,,,,,,
NHSB988616,,SELMA,,,F,,NHSB654181,GEA V. KOLHAMA,,,,,,1977,12,20,,,,,,,,,,,,,,,,,,,,,,,,
NHSB624080,,RAIMUNDE,,,F,,NHSBG2472941,BAGGUS V. RUSTICANA,,,,,,1972,8,14,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2576217,,SISKA,,,F,,NHSBG2472941,BAGGUS V. RUSTICANA,,,,,,1971,11,28,,,,,,,,,,,,,,,,,,,,,,,,
NHSB624079,,TRIXY,,,F,,NHSBG2472941,BAGGUS V. RUSTICANA,,,,,,1972,8,14,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1059354,,SASKE,,,F,,NHSB624079,TRIXY,,,,,,1979,5,20,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1398406,,FRIEDA,,,F,,NHSB1059354,SASKE,,,,,,1985,5,20,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1616146,,BLAKKY,,,F,,NHSB1398406,FRIEDA,,,,,,1988,10,13,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1786269,,MOLLY,,,F,,NHSB1398406,FRIEDA,,,,,,1991,9,16,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1940900,,MIJKE FEN 'T LEEUWENHIEM,,,F,,NHSB1786269,MOLLY,,,,,,1994,5,10,,,,,,,,,,,,,,,,,,,,,,,,
NHSB2129622,,GERBRICH FIMKE FAN'T OLDAMBSTER MAR,,,F,,NHSB1940900,MIJKE FEN 'T LEEUWENHIEM,,,,,,1997,4,10,,,,,,,,,,,,,,,,,,,,,,,,
NHSB2494802,,SIANNE,,,F,,NHSB2129622,GERBRICH FIMKE FAN'T OLDAMBSTER MAR,,,,,,2004,2,20,,,,,,,,,,,,,,,,,,,,,,,,
NHSB2741367,,BEAU NIENKE FAN 'T TSJERKERIEDE,,,F,,NHSB2494802,SIANNE,,,,,,2009,3,13,,,,,,,,,,,,,,,,,,,,,,,,
FI1638110,,BEITSKE FOSKE FAN 'T TSJERKERIEDE,,,F,,NHSB2494802,SIANNE,,,,,,2009,3,13,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1940899,,MINKE FEN 'T LEEUWENHIEM,,,F,,NHSB1786269,MOLLY,,,,,,1994,5,10,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1678053,,WIETSKE,,,F,,NHSB1398406,FRIEDA,,,,,,1989,11,8,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1270460,,LOBKE,,,F,,NHSB1059354,SASKE,,,,,,1983,6,10,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2472939,,BEA V. RUSTICANA,,,F,,NHSBG2398685,AKKE FEN'T NYLÂN,,,,,,1969,3,8,,,,,,,,,,,,,,,,,,,,,,,,
NHSB560984,,BIJKE V. GRONINGS DREVEN,,,F,,NHSBG2472939,BEA V. RUSTICANA,,,,,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,
NHSB560987,,SHEILA V. GRONINGS DREVEN,,,F,,NHSBG2472939,BEA V. RUSTICANA,,,,,,1971,5,25,,,,,,,,,,,,,,,,,,,,,,,,
NHSB750835,,MIRA,,,F,,NHSB560987,SHEILA V. GRONINGS DREVEN,,,,,,1974,6,3,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1001983,,ESTA,,,F,,NHSB750835,MIRA,,,,,,1978,3,18,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1001985,,PEPPER,,,F,,NHSB750835,MIRA,,,,,,1978,3,18,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2472943,,BERBER V. RUSTICANA,,,F,,NHSBG2398685,AKKE FEN'T NYLÂN,,,,,,1969,3,8,,,,,,,,,,,,,,,,,,,,,,,,
NHSB898294,,ALYT,,,F,,NHSBG2472943,BERBER V. RUSTICANA,,,,,,1976,7,26,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1140183,,FRIDA,,,F,,NHSB898294,ALYT,,,,,,1980,10,20,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1426660,,JILDOU FAN'T MARHEIM,,,F,,NHSB1140183,FRIDA,,,,,,1985,9,27,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1692599,,FLORA FAN'T MARHEIM,,,F,,NHSB1426660,JILDOU FAN'T MARHEIM,,,,,,1990,2,16,,,,,,,,,,,,,,,,,,,,,,,,
NHSB516450,,DIA V. RUSTICANA,,,F,,NHSBG2472943,BERBER V. RUSTICANA,,,,,,1970,7,14,,,,,,,,,,,,,,,,,,,,,,,,
NHSB617537,,BERRE,,,F,,NHSB516450,DIA V. RUSTICANA,,,,,,1972,7,9,,,,,,,,,,,,,,,,,,,,,,,,
NHSB824664,,EABELTSJE OET'N SCHIPSTRAANK,,,F,,NHSB617537,BERRE,,,,,,1975,6,9,,,,,,,,,,,,,,,,,,,,,,,,
NHSB516452,,DIANA V. RUSTICANA,,,F,,NHSBG2472943,BERBER V. RUSTICANA,,,,,,1970,7,14,,,,,,,,,,,,,,,,,,,,,,,,
NHSB630269,,ANOUSHKA,,,F,,NHSB516452,DIANA V. RUSTICANA,,,,,,1972,10,31,,,,,,,,,,,,,,,,,,,,,,,,
NHSB732819,,THOR,,,F,,NHSB630269,ANOUSHKA,,,,,,1974,5,9,,,,,,,,,,,,,,,,,,,,,,,,
NHSB630268,,SANDRA,,,F,,NHSB516452,DIANA V. RUSTICANA,,,,,,1972,10,31,,,,,,,,,,,,,,,,,,,,,,,,
NHSB516451,,DUIVELTJE V. RUSTICANA,,,F,,NHSBG2472943,BERBER V. RUSTICANA,,,,,,1970,7,14,,,,,,,,,,,,,,,,,,,,,,,,
NHSB542942,,ELSKE V. RUSTICANA,,,F,,NHSBG2472943,BERBER V. RUSTICANA,,,,,,1971,2,6,,,,,,,,,,,,,,,,,,,,,,,,
NHSB612852,,HIDDY V. RUSTICANA,,,F,,NHSB542942,ELSKE V. RUSTICANA,,,,,,1972,7,10,,,,,,,,,,,,,,,,,,,,,,,,
NHSB612854,,HOUK V. RUSTICANA,,,F,,NHSB542942,ELSKE V. RUSTICANA,,,,,,1972,7,10,,,,,,,,,,,,,,,,,,,,,,,,
NHSB542941,,ERICA V. RUSTICANA,,,F,,NHSBG2472943,BERBER V. RUSTICANA,,,,,,1971,2,6,,,,,,,,,,,,,,,,,,,,,,,,
NHSB569898,,FADO V. RUSTICANA,,,F,,NHSBG2472943,BERBER V. RUSTICANA,,,,,,1971,8,27,,,,,,,,,,,,,,,,,,,,,,,,
NHSB650264,,SANDRA FAN IT JOBBEGEA,,,F,,NHSB569898,FADO V. RUSTICANA,,,,,,1972,12,23,,,,,,,,,,,,,,,,,,,,,,,,
NHSB650261,,SJOUKJE FAN IT JOBBEGEA,,,F,,NHSB569898,FADO V. RUSTICANA,,,,,,1972,12,23,,,,,,,,,,,,,,,,,,,,,,,,
NHSB817520,,START'S BIJKE,,,F,,NHSB650261,SJOUKJE FAN IT JOBBEGEA,,,,,,1975,4,20,,,,,,,,,,,,,,,,,,,,,,,,
NHSB940949,,START'S CITA,,,F,,NHSB650261,SJOUKJE FAN IT JOBBEGEA,,,,,,1977,1,18,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1127787,,TARA,,,F,,NHSB940949,START'S CITA,,,,,,1980,9,30,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1317431,,DANA,,,F,,NHSB1127787,TARA,,,,,,1984,3,9,,,,,,,,,,,,,,,,,,,,,,,,
NHSB598190,,GEPPY V. RUSTICANA,,,F,,NHSBG2472943,BERBER V. RUSTICANA,,,,,,1972,3,29,,,,,,,,,,,,,,,,,,,,,,,,
NHSB704669,,JETSKE V. RUSTICANA,,,F,,NHSBG2472943,BERBER V. RUSTICANA,,,,,,1973,10,23,,,,,,,,,,,,,,,,,,,,,,,,
NHSB887493,,FLOOR,,,F,,NHSB704669,JETSKE V. RUSTICANA,,,,,,1976,6,7,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1046542,,BOUKJE,,,F,,NHSB887493,FLOOR,,,,,,1979,2,10,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1279247,,SWADDE,,,F,,NHSB1046542,BOUKJE,,,,,,1983,8,3,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1422053,,KOBY FAN'E GRIENE DELLINGEN,,,F,,NHSB1279247,SWADDE,,,,,,1985,8,23,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1279246,,TJEFKA,,,F,,NHSB1046542,BOUKJE,,,,,,1983,8,3,,,,,,,,,,,,,,,,,,,,,,,,
NHSB766898,,KOOSJE V. RUSTICANA,,,F,,NHSBG2472943,BERBER V. RUSTICANA,,,,,,1974,11,11,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2472942,,BIJTSKE V. RUSTICANA,,,F,,NHSBG2398685,AKKE FEN'T NYLÂN,,,,,,1969,3,8,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2443591,,SONJA V. RUSTICANA,,,F,,NHSBG2398685,AKKE FEN'T NYLÂN,,,,,,1968,7,11,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2574219,,RESA,,,F,,NHSBG2443591,SONJA V. RUSTICANA,,,,,,1971,10,23,,,,,,,,,,,,,,,,,,,,,,,,
NHSB462519,,SIETSKE FEN'T NYLÂN,,,F,,NHSBG2337836,SIETSKE FAN'E GREIDHOEK,,,,,,1968,10,25,,,,,,,,,,,,,,,,,,,,,,,,
NHSB651250,,ASTRIT,,,F,,NHSB462519,SIETSKE FEN'T NYLÂN,,,,,,1972,12,6,,,,,,,,,,,,,,,,,,,,,,,,
NHSB988607,,FEITSKE,,,F,,NHSB651250,ASTRIT,,,,,,1977,11,18,,,,,,,,,,,,,,,,,,,,,,,,
NHSB824671,,BOUKE,,,F,,NHSB462519,SIETSKE FEN'T NYLÂN,,,,,,1975,5,21,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1128796,,ODA V.D. KLOMP,,,F,,NHSB824671,BOUKE,,,,,,1980,10,12,,,,,,,,,,,,,,,,,,,,,,,,
NHSB564912,,NOESKA,,,F,,NHSB462519,SIETSKE FEN'T NYLÂN,,,,,,1971,6,7,,,,,,,,,,,,,,,,,,,,,,,,
NHSB630700,,BIANCA FEN DE HILLE SLÛS,,,F,,NHSB564912,NOESKA,,,,,,1972,11,14,,,,,,,,,,,,,,,,,,,,,,,,
NHSB564913,,TOMMIE,,,F,,NHSB462519,SIETSKE FEN'T NYLÂN,,,,,,1971,6,7,,,,,,,,,,,,,,,,,,,,,,,,
NHSB620466,,WIETSKE,,,F,,NHSB462519,SIETSKE FEN'T NYLÂN,,,,,,1972,6,1,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1024096,,SJOUKJE,,,F,,NHSB620466,WIETSKE,,,,,,1978,7,31,,,,,,,,,,,,,,,,,,,,,,,,
NHSB824674,,WIETSKE,,,F,,NHSB462519,SIETSKE FEN'T NYLÂN,,,,,,1975,5,21,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2440141,,TJITSKE,,,F,,NHSBG1288848,ALEGONDA,,,,,,1968,5,22,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG1244098,,AUKJEN,,,F,,NHSBG0227627,AAGJE,,,,,,1960,7,13,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG1265465,,ROATSJE,,,F,,NHSBG0227627,AAGJE,,,,,,1961,4,1,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG1311778,,FRYSA,,,F,,NHSBG1265465,ROATSJE,,,,,,1963,6,23,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2365238,,MAAIKECA,,,F,,NHSBG1265465,ROATSJE,,,,,,1965,5,11,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG1343201,,SONNIE FEN DE ALDE SLÛS,,,F,,NHSBG0227627,AAGJE,,,,,,1964,4,30,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2391961,,ANJE,,,F,,NHSBG1343201,SONNIE FEN DE ALDE SLÛS,,,,,,1966,7,9,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2612138,,AFKE,,,F,,NHSBG2391961,ANJE,,,,,,1972,6,20,,,,,,,,,,,,,,,,,,,,,,,,
NHSB447152,,CORRIE,,,F,,NHSBG2391961,ANJE,,,,,,1968,7,8,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2523525,,FRIDA,,,F,,NHSB447152,CORRIE,,,,,,1970,7,14,,,,,,,,,,,,,,,,,,,,,,,,
NHSB447154,,DÚFKE,,,F,,NHSBG2391961,ANJE,,,,,,1968,7,8,,,,,,,,,,,,,,,,,,,,,,,,
NHSB490528,,FANNIE,,,F,,NHSB447154,DÚFKE,,,,,,1969,11,7,,,,,,,,,,,,,,,,,,,,,,,,
NHSB490527,,FRIEDA,,,F,,NHSB447154,DÚFKE,,,,,,1969,11,7,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2579097,,BEA,,,F,,NHSB490527,FRIEDA,,,,,,1971,12,29,,,,,,,,,,,,,,,,,,,,,,,,
NHSB763122,,BIJKE,,,F,,NHSBG2579097,BEA,,,,,,1974,11,12,,,,,,,,,,,,,,,,,,,,,,,,
NHSB763124,,BOUKJE,,,F,,NHSBG2579097,BEA,,,,,,1974,11,12,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2579098,,JOUTZEN,,,F,,NHSB490527,FRIEDA,,,,,,1971,12,29,,,,,,,,,,,,,,,,,,,,,,,,
NHSB670089,,ANKE,,,F,,NHSBG2579098,JOUTZEN,,,,,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,
NHSB670087,,FANNY,,,F,,NHSBG2579098,JOUTZEN,,,,,,1973,5,15,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1080197,,ANOESKA,,,F,,NHSB670087,FANNY,,,,,,1979,6,14,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1242146,,IKA FAN'E IKELOANE,,,F,,NHSB1080197,ANOESKA,,,,,,1982,12,1,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1353846,,DORA,,,F,,NHSB1242146,IKA FAN'E IKELOANE,,,,,,1984,6,6,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1422059,,FREYJA,,,F,,NHSB1242146,IKA FAN'E IKELOANE,,,,,,1985,10,1,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1522638,,SASKE FAN DE HAMSTER HEIDE,,,F,,NHSB1242146,IKA FAN'E IKELOANE,,,,,,1987,4,8,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1689133,,HEITSKE FAN DE HAMSTER HEIDE,,,F,,NHSB1522638,SASKE FAN DE HAMSTER HEIDE,,,,,,1990,2,7,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1522639,,WYKE FAN DE HAMSTER HEIDE,,,F,,NHSB1242146,IKA FAN'E IKELOANE,,,,,,1987,4,8,,,,,,,,,,,,,,,,,,,,,,,,
NHSB872305,,TSJAMMIE,,,F,,NHSBG2579098,JOUTZEN,,,,,,1976,3,11,,,,,,,,,,,,,,,,,,,,,,,,
NHSB536596,,PIERTJE,,,F,,NHSB447154,DÚFKE,,,,,,1971,2,19,,,,,,,,,,,,,,,,,,,,,,,,
NHSB668870,,TIALDA,,,F,,NHSB536596,PIERTJE,,,,,,1973,5,1,,,,,,,,,,,,,,,,,,,,,,,,
NHSB801744,,NELLIE,,,F,,NHSB668870,TIALDA,,,,,,1975,4,27,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1227666,,NELLIE,,,F,,NHSB801744,NELLIE,,,,,,1982,8,8,,,,,,,,,,,,,,,,,,,,,,,,
NHSB490525,,SONNY,,,F,,NHSB447154,DÚFKE,,,,,,1969,11,7,,,,,,,,,,,,,,,,,,,,,,,,
NHSB666572,,BEITSKE,,,F,,NHSB490525,SONNY,,,,,,1973,3,22,,,,,,,,,,,,,,,,,,,,,,,,
NHSB760623,,SISKE,,,F,,NHSB666572,BEITSKE,,,,,,1974,9,7,,,,,,,,,,,,,,,,,,,,,,,,
NHSB666571,,MAAIKE,,,F,,NHSB490525,SONNY,,,,,,1973,3,22,,,,,,,,,,,,,,,,,,,,,,,,
NHSB485343,,MEKA,,,F,,NHSBG2391961,ANJE,,,,,,1969,7,31,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2391964,,HENNIE,,,F,,NHSBG1343201,SONNIE FEN DE ALDE SLÛS,,,,,,1966,7,9,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2490859,,CIRCA,,,F,,NHSBG2391964,HENNIE,,,,,,1969,9,6,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2490861,,DIPPIE,,,F,,NHSBG2391964,HENNIE,,,,,,1969,9,6,,,,,,,,,,,,,,,,,,,,,,,,
NHSBG2490862,,EEKE,,,F,,NHSBG2391964,HENNIE,,,,,,1969,9,6,,,,,,,,,,,,,,,,,,,,,,,,
NHSB686995,,STOFFA,,,F,,NHSBG2490862,EEKE,,,,,,1973,5,28,,,,,,,,,,,,,,,,,,,,,,,,
NHSB952068,,JETSKE,,,F,,NHSB686995,STOFFA,,,,,,1977,4,8,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1209203,,RICHTJE FEN 'T LEEUWENHIEM,,,F,,NHSB952068,JETSKE,,,,,,1982,4,27,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1305301,,ATSJE FEN 'T LEEUWENHIEM,,,F,,NHSB1209203,RICHTJE FEN 'T LEEUWENHIEM,,,,,,1984,1,1,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1459116,,AMKE V.H. HONDSDRAF,,,F,,NHSB1305301,ATSJE FEN 'T LEEUWENHIEM,,,,,,1986,3,4,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1607580,,DUKE V.H. HONDSDRAF,,,F,,NHSB1305301,ATSJE FEN 'T LEEUWENHIEM,,,,,,1988,8,22,,,,,,,,,,,,,,,,,,,,,,,,
NHSB1492898,,LOBKE FEN 'T LEEUWENHIEM,,,F,,NHSB1209203,RICHTJE FEN 'T LEEUWENHIEM,,,,,,1986,9,3,,,,,,,,,,,,,,,,,,,,,,,,
