ID,Full name,First names,Surname now,Surname at birth,Gender,Deceased,Mother ID,Mother name,Father ID,Father name,Partner ID,Partner name,Ex-partner IDs,Birth year,Birth month,Birth day,Death year,Death month,Death day,Email,Website,Blog,Photo site,Home tel,Work tel,Mobile,Skype,Address,Other contact,Birth place,Death place,Burial place,Burial year,Burial month,Burial day,Profession,Company,Interests,Activities,Bio notes
BRANDA - NHSB G0 273920,BRANDA,,,,F,,,,,,,,,1960,1,1,,,,,,,,,,,,,,,,,,,,,,,,
BRUNHILD - NHSB G1 234181,BRUNHILD,,,,F,,HERTHA - NHSB G0 227624,HERTHA,,,,,,1960,3,1,,,,,,,,,,,,,,,,,,,,,,,,
FREYJA - NHSB G1 234180,FREYJA,,,,F,,HERTHA - NHSB G0 227624,HERTHA,,,,,,1960,3,1,,,,,,,,,,,,,,,,,,,,,,,,
KRIENHILD - NHSB G1 234182,KRIENHILD,,,,F,,HERTHA - NHSB G0 227624,HERTHA,,,,,,1960,3,1,,,,,,,,,,,,,,,,,,,,,,,,
NANNA - NHSB G1 234183,NANNA,,,,F,,HERTHA - NHSB G0 227624,HERTHA,,,,,,1960,3,1,,,,,,,,,,,,,,,,,,,,,,,,
AELMOET - NHSB G1 251499,AELMOET,,,,F,,AISJE - NHSB G0 250784,AISJE,,,,,,1960,3,24,,,,,,,,,,,,,,,,,,,,,,,,
AMKEH - NHSB G1 251497,AMKEH,,,,F,,AISJE - NHSB G0 250784,AISJE,,,,,,1960,3,24,,,,,,,,,,,,,,,,,,,,,,,,
RIKST - NHSB G1 251498,RIKST,,,,F,,AISJE - NHSB G0 250784,AISJE,,,,,,1960,3,24,,,,,,,,,,,,,,,,,,,,,,,,
SASKIA - NHSB G1 251500,SASKIA,,,,F,,AISJE - NHSB G0 250784,AISJE,,,,,,1960,3,24,,,,,,,,,,,,,,,,,,,,,,,,
ANTJE - NHSB G1 251502,ANTJE,,,,F,,AEKJE - NHSB G0 250781,AEKJE,,,,,,1960,4,23,,,,,,,,,,,,,,,,,,,,,,,,
TROK - NHSB G1 251503,TROK,,,,F,,AEKJE - NHSB G0 250781,AEKJE,,,,,,1960,4,23,,,,,,,,,,,,,,,,,,,,,,,,
WACH - NHSB G1 251501,WACH,,,,F,,AEKJE - NHSB G0 250781,AEKJE,,,,,,1960,4,23,,,,,,,,,,,,,,,,,,,,,,,,
ANTJE - NHSB G1 251505,ANTJE,,,,F,,ADELHEIT - NHSB G0 250780,ADELHEIT,,,,,,1960,5,10,,,,,,,,,,,,,,,,,,,,,,,,
TETJE - NHSB G1 251504,TETJE,,,,F,,ADELHEIT - NHSB G0 250780,ADELHEIT,,,,,,1960,5,10,,,,,,,,,,,,,,,,,,,,,,,,
AUKJEH - NHSB G1 243673,AUKJEH,,,,F,,AELTKE - NHSB G0 227622,AELTKE,,,,,,1960,6,4,,,,,,,,,,,,,,,,,,,,,,,,
EDDA - NHSB G1 241873,EDDA,,,,F,,IEFKE - NHSB G1 227631,IEFKE,,,,,,1960,6,4,,,,,,,,,,,,,,,,,,,,,,,,
AEMKE - NHSB G1 244100,AEMKE,,,,F,,AAGJE - NHSB G0 227627,AAGJE,,,,,,1960,7,13,,,,,,,,,,,,,,,,,,,,,,,,
AISJE - NHSB G1 244099,AISJE,,,,F,,AAGJE - NHSB G0 227627,AAGJE,,,,,,1960,7,13,,,,,,,,,,,,,,,,,,,,,,,,
AUKJEN - NHSB G1 244098,AUKJEN,,,,F,,AAGJE - NHSB G0 227627,AAGJE,,,,,,1960,7,13,,,,,,,,,,,,,,,,,,,,,,,,
DIUWKE FEN'T HOUNEHIEM - NHSB G1 253949,DIUWKE FEN'T HOUNEHIEM,,,,F,,AUTGERTSJE - NHSB G0 253630,AUTGERTSJE,,,,,,1960,8,8,,,,,,,,,,,,,,,,,,,,,,,,
DOEKELE FEN'T HOUNEHIEM - NHSB G1 253948,DOEKELE FEN'T HOUNEHIEM,,,,F,,AUTGERTSJE - NHSB G0 253630,AUTGERTSJE,,,,,,1960,8,8,,,,,,,,,,,,,,,,,,,,,,,,
DURKJE FEN'T HOUNEHIEM - NHSB G1 253950,DURKJE FEN'T HOUNEHIEM,,,,F,,AUTGERTSJE - NHSB G0 253630,AUTGERTSJE,,,,,,1960,8,8,,,,,,,,,,,,,,,,,,,,,,,,
ADDAH - NHSB G1 254032,ADDAH,,,,F,,AEFKE - NHSB G0 250277,AEFKE,,,,,,1960,11,6,,,,,,,,,,,,,,,,,,,,,,,,
ADELLE - NHSB G1 254033,ADELLE,,,,F,,AEFKE - NHSB G0 250277,AEFKE,,,,,,1960,11,6,,,,,,,,,,,,,,,,,,,,,,,,
AEDT - NHSB G1 254034,AEDT,,,,F,,AEFKE - NHSB G0 250277,AEFKE,,,,,,1960,11,6,,,,,,,,,,,,,,,,,,,,,,,,
BEIKE - NHSB G1 256648,BEIKE,,,,F,,POAIJ - NHSB G0 251506,POAIJ,,,,,,1960,11,30,,,,,,,,,,,,,,,,,,,,,,,,
BIJKEG - NHSB G1 256647,BIJKEG,,,,F,,POAIJ - NHSB G0 251506,POAIJ,,,,,,1960,11,30,,,,,,,,,,,,,,,,,,,,,,,,
JOEK - NHSB G1 256644,JOEK,,,,F,,POAIJ - NHSB G0 251506,POAIJ,,,,,,1960,11,30,,,,,,,,,,,,,,,,,,,,,,,,
ODA - NHSB G1 256646,ODA,,,,F,,POAIJ - NHSB G0 251506,POAIJ,,,,,,1960,11,30,,,,,,,,,,,,,,,,,,,,,,,,
THESA - NHSB G1 256645,THESA,,,,F,,POAIJ - NHSB G0 251506,POAIJ,,,,,,1960,11,30,,,,,,,,,,,,,,,,,,,,,,,,
AENJE - NHSB G1 256877,AENJE,,,,F,,AETKE - NHSB G1 230194,AETKE,,,,,,1961,1,21,,,,,,,,,,,,,,,,,,,,,,,,
GJALTSJE - NHSB G1 265466,GJALTSJE,,,,F,,AAGJE - NHSB G0 227627,AAGJE,,,,,,1961,4,1,,,,,,,,,,,,,,,,,,,,,,,,
ROATSJE - NHSB G1 265465,ROATSJE,,,,F,,AAGJE - NHSB G0 227627,AAGJE,,,,,,1961,4,1,,,,,,,,,,,,,,,,,,,,,,,,
SIUWKE - NHSB G1 265464,SIUWKE,,,,F,,AAGJE - NHSB G0 227627,AAGJE,,,,,,1961,4,1,,,,,,,,,,,,,,,,,,,,,,,,
DJURA - NHSB G2 268901,DJURA,,,,F,,BRUNHILD - NHSB G1 234181,BRUNHILD,,,,,,1961,5,17,,,,,,,,,,,,,,,,,,,,,,,,
BAIKE - NHSB G1 266211,BAIKE,,,,F,,AEFKE - NHSB G0 250277,AEFKE,,,,,,1961,5,20,,,,,,,,,,,,,,,,,,,,,,,,
DEAUKE - NHSB G1 266212,DEAUKE,,,,F,,AEFKE - NHSB G0 250277,AEFKE,,,,,,1961,5,20,,,,,,,,,,,,,,,,,,,,,,,,
DJÛK - NHSB G1 266210,DJÛK,,,,F,,AEFKE - NHSB G0 250277,AEFKE,,,,,,1961,5,20,,,,,,,,,,,,,,,,,,,,,,,,
DUIKE - NHSB G1 274105,DUIKE,,,,F,,ADELHEIT - NHSB G0 250780,ADELHEIT,,,,,,1961,7,26,,,,,,,,,,,,,,,,,,,,,,,,
MAAIKE - NHSB G1 274106,MAAIKE,,,,F,,ADELHEIT - NHSB G0 250780,ADELHEIT,,,,,,1961,7,26,,,,,,,,,,,,,,,,,,,,,,,,
DIANA - NHSB G1 274113,DIANA,,,,F,,AISJE - NHSB G0 250784,AISJE,,,,,,1961,7,28,,,,,,,,,,,,,,,,,,,,,,,,
HIEKE - NHSB G1 274115,HIEKE,,,,F,,AISJE - NHSB G0 250784,AISJE,,,,,,1961,7,28,,,,,,,,,,,,,,,,,,,,,,,,
SIEUKE - NHSB G1 274114,SIEUKE,,,,F,,AISJE - NHSB G0 250784,AISJE,,,,,,1961,7,28,,,,,,,,,,,,,,,,,,,,,,,,
MONTY - NHSB G0 276418,MONTY,,,,F,,PEDDY - NHSB G0 273918,PEDDY,,,,,,1961,8,22,,,,,,,,,,,,,,,,,,,,,,,,
SILVA - NHSB G0 276419,SILVA,,,,F,,PEDDY - NHSB G0 273918,PEDDY,,,,,,1961,8,22,,,,,,,,,,,,,,,,,,,,,,,,
AELTKES - NHSB G1 274595,AELTKES,,,,F,,AETKE - NHSB G1 230194,AETKE,,,,,,1961,10,1,,,,,,,,,,,,,,,,,,,,,,,,
EEFKE FEN'T HOUNEHIEM - NHSB G1 272412,EEFKE FEN'T HOUNEHIEM,,,,F,,AUTGERTSJE - NHSB G0 253630,AUTGERTSJE,,,,,,1961,10,4,,,,,,,,,,,,,,,,,,,,,,,,
EELKE FEN'T HOUNEHIEM - NHSB G1 272413,EELKE FEN'T HOUNEHIEM,,,,F,,AUTGERTSJE - NHSB G0 253630,AUTGERTSJE,,,,,,1961,10,4,,,,,,,,,,,,,,,,,,,,,,,,
EKE FEN'T HOUNEHIEM - NHSB G1 272411,EKE FEN'T HOUNEHIEM,,,,F,,AUTGERTSJE - NHSB G0 253630,AUTGERTSJE,,,,,,1961,10,4,,,,,,,,,,,,,,,,,,,,,,,,
ELSKEH FEN'T HOUNEHIEM - NHSB G1 272414,ELSKEH FEN'T HOUNEHIEM,,,,F,,AUTGERTSJE - NHSB G0 253630,AUTGERTSJE,,,,,,1961,10,4,,,,,,,,,,,,,,,,,,,,,,,,
ETSJE FEN'T HOUNEHIEM - NHSB G1 272410,ETSJE FEN'T HOUNEHIEM,,,,F,,AUTGERTSJE - NHSB G0 253630,AUTGERTSJE,,,,,,1961,10,4,,,,,,,,,,,,,,,,,,,,,,,,
AMARINS - NHSB G1 279060,AMARINS,,,,F,,FLOKJE - NHSB G0 273919,FLOKJE,,,,,,1961,10,10,,,,,,,,,,,,,,,,,,,,,,,,
DOAIKE - NHSB G1 277991,DOAIKE,,,,F,,AELMOET - NHSB G1 251499,AELMOET,,,,,,1961,12,5,,,,,,,,,,,,,,,,,,,,,,,,
MUNTSJE - NHSB G1 277992,MUNTSJE,,,,F,,AELMOET - NHSB G1 251499,AELMOET,,,,,,1961,12,5,,,,,,,,,,,,,,,,,,,,,,,,
MONA - NHSB G2 285629,MONA,,,,F,,TETJE - NHSB G1 251504,TETJE,,,,,,1962,2,11,,,,,,,,,,,,,,,,,,,,,,,,
ALEGONDA - NHSB G1 288848,ALEGONDA,,,,F,,AAGJE - NHSB G0 227627,AAGJE,,,,,,1962,2,17,,,,,,,,,,,,,,,,,,,,,,,,
ATSKE - NHSB G1 297791,ATSKE,,,,F,,BRANDA - NHSB G0 273920,BRANDA,,,,,,1962,5,1,,,,,,,,,,,,,,,,,,,,,,,,
BIJKEGA - NHSB G1 297786,BIJKEGA,,,,F,,BRANDA - NHSB G0 273920,BRANDA,,,,,,1962,5,1,,,,,,,,,,,,,,,,,,,,,,,,
DAUTSJE - NHSB G1 297790,DAUTSJE,,,,F,,BRANDA - NHSB G0 273920,BRANDA,,,,,,1962,5,1,,,,,,,,,,,,,,,,,,,,,,,,
DOEIJE - NHSB G1 297787,DOEIJE,,,,F,,BRANDA - NHSB G0 273920,BRANDA,,,,,,1962,5,1,,,,,,,,,,,,,,,,,,,,,,,,
DOUTSJE - NHSB G1 297788,DOUTSJE,,,,F,,BRANDA - NHSB G0 273920,BRANDA,,,,,,1962,5,1,,,,,,,,,,,,,,,,,,,,,,,,
MAPKE - NHSB G1 297789,MAPKE,,,,F,,BRANDA - NHSB G0 273920,BRANDA,,,,,,1962,5,1,,,,,,,,,,,,,,,,,,,,,,,,
FEIKJE FEN'T HOUNEHIEM - NHSB G1 285159,FEIKJE FEN'T HOUNEHIEM,,,,F,,DURKJE FEN'T HOUNEHIEM - NHSB G1 253950,DURKJE FEN'T HOUNEHIEM,,,,,,1962,5,6,,,,,,,,,,,,,,,,,,,,,,,,
FETSJE FEN'T HOUNEHIEM - NHSB G1 285160,FETSJE FEN'T HOUNEHIEM,,,,F,,DURKJE FEN'T HOUNEHIEM - NHSB G1 253950,DURKJE FEN'T HOUNEHIEM,,,,,,1962,5,6,,,,,,,,,,,,,,,,,,,,,,,,
FROUKJE FEN'T HOUNEHIEM - NHSB G1 285161,FROUKJE FEN'T HOUNEHIEM,,,,F,,DURKJE FEN'T HOUNEHIEM - NHSB G1 253950,DURKJE FEN'T HOUNEHIEM,,,,,,1962,5,6,,,,,,,,,,,,,,,,,,,,,,,,
BIJKELA - NHSB G1 293857,BIJKELA,,,,F,,AUKJEN - NHSB G1 244098,AUKJEN,,,,,,1962,5,12,,,,,,,,,,,,,,,,,,,,,,,,
AAFJE - NHSB G1 283861,AAFJE,,,,F,,RIKST - NHSB G1 251498,RIKST,,,,,,1962,5,26,,,,,,,,,,,,,,,,,,,,,,,,
SIETSKE - NHSB G1 283863,SIETSKE,,,,F,,RIKST - NHSB G1 251498,RIKST,,,,,,1962,5,26,,,,,,,,,,,,,,,,,,,,,,,,
SJOUKJE - NHSB G1 283862,SJOUKJE,,,,F,,RIKST - NHSB G1 251498,RIKST,,,,,,1962,5,26,,,,,,,,,,,,,,,,,,,,,,,,
SULTANE - NHSB G1 283864,SULTANE,,,,F,,RIKST - NHSB G1 251498,RIKST,,,,,,1962,5,26,,,,,,,,,,,,,,,,,,,,,,,,
AN FEN DE ALDE SLÛS - NHSB G1 295821,AN FEN DE ALDE SLÛS,,,,F,,FLOKJE - NHSB G0 273919,FLOKJE,,,,,,1962,7,9,,,,,,,,,,,,,,,,,,,,,,,,
MENTHA FEN DE ALDE SLÛS - NHSB G1 295822,MENTHA FEN DE ALDE SLÛS,,,,F,,FLOKJE - NHSB G0 273919,FLOKJE,,,,,,1962,7,9,,,,,,,,,,,,,,,,,,,,,,,,
BIJKEHA - NHSB G1 297887,BIJKEHA,,,,F,,ODA - NHSB G1 256646,ODA,,,,,,1962,7,19,,,,,,,,,,,,,,,,,,,,,,,,
RIKSTA - NHSB G1 297886,RIKSTA,,,,F,,ODA - NHSB G1 256646,ODA,,,,,,1962,7,19,,,,,,,,,,,,,,,,,,,,,,,,
UILKJE - NHSB G1 297885,UILKJE,,,,F,,ODA - NHSB G1 256646,ODA,,,,,,1962,7,19,,,,,,,,,,,,,,,,,,,,,,,,
RIKST - NHSB G1 298269,RIKST,,,,F,,POAIJ - NHSB G0 251506,POAIJ,,,,,,1962,7,21,,,,,,,,,,,,,,,,,,,,,,,,
BÉKE - NHSB G1 294185,BÉKE,,,,F,,AMKEH - NHSB G1 251497,AMKEH,,,,,,1962,8,12,,,,,,,,,,,,,,,,,,,,,,,,
FRONA - NHSB G1 294183,FRONA,,,,F,,AMKEH - NHSB G1 251497,AMKEH,,,,,,1962,8,12,,,,,,,,,,,,,,,,,,,,,,,,
MOLLI - NHSB G1 294184,MOLLI,,,,F,,AMKEH - NHSB G1 251497,AMKEH,,,,,,1962,8,12,,,,,,,,,,,,,,,,,,,,,,,,
RIA - NHSB G1 294182,RIA,,,,F,,AMKEH - NHSB G1 251497,AMKEH,,,,,,1962,8,12,,,,,,,,,,,,,,,,,,,,,,,,
FROANE - NHSB G1 305664,FROANE,,,,F,,SASKIA - NHSB G1 251500,SASKIA,,,,,,1963,3,31,,,,,,,,,,,,,,,,,,,,,,,,
FEMKE FEN'T HOUNEHIEM - NHSB G1 311314,FEMKE FEN'T HOUNEHIEM,,,,F,,ELSKEH FEN'T HOUNEHIEM - NHSB G1 272414,ELSKEH FEN'T HOUNEHIEM,,,,,,1963,4,28,,,,,,,,,,,,,,,,,,,,,,,,
GAATSKEE FEN'T HOUNEHIEM - NHSB G1 311312,GAATSKEE FEN'T HOUNEHIEM,,,,F,,ELSKEH FEN'T HOUNEHIEM - NHSB G1 272414,ELSKEH FEN'T HOUNEHIEM,,,,,,1963,4,28,,,,,,,,,,,,,,,,,,,,,,,,
GOOITSKE FEN'T HOUNEHIEM - NHSB G1 311313,GOOITSKE FEN'T HOUNEHIEM,,,,F,,ELSKEH FEN'T HOUNEHIEM - NHSB G1 272414,ELSKEH FEN'T HOUNEHIEM,,,,,,1963,4,28,,,,,,,,,,,,,,,,,,,,,,,,
FRYSA - NHSB G1 311778,FRYSA,,,,F,,ROATSJE - NHSB G1 265465,ROATSJE,,,,,,1963,6,23,,,,,,,,,,,,,,,,,,,,,,,,
MAAIKEE - NHSB G1 311780,MAAIKEE,,,,F,,ROATSJE - NHSB G1 265465,ROATSJE,,,,,,1963,6,23,,,,,,,,,,,,,,,,,,,,,,,,
TIETJE - NHSB G1 311781,TIETJE,,,,F,,ROATSJE - NHSB G1 265465,ROATSJE,,,,,,1963,6,23,,,,,,,,,,,,,,,,,,,,,,,,
TRIXIE - NHSB G1 311779,TRIXIE,,,,F,,ROATSJE - NHSB G1 265465,ROATSJE,,,,,,1963,6,23,,,,,,,,,,,,,,,,,,,,,,,,
AAFKE V.H. HONDSBOS - NHSB G2 317640,AAFKE V.H. HONDSBOS,,,,F,,DUIKE - NHSB G1 274105,DUIKE,,,,,,1963,9,17,,,,,,,,,,,,,,,,,,,,,,,,
ALMA V.H. HONDSBOS - NHSB G2 317638,ALMA V.H. HONDSBOS,,,,F,,DUIKE - NHSB G1 274105,DUIKE,,,,,,1963,9,17,,,,,,,,,,,,,,,,,,,,,,,,
ANJA V.H. HONDSBOS - NHSB G2 317641,ANJA V.H. HONDSBOS,,,,F,,DUIKE - NHSB G1 274105,DUIKE,,,,,,1963,9,17,,,,,,,,,,,,,,,,,,,,,,,,
